# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = earnings2_model
# start_datetime = 2023-07-16 16:10:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = earnings2.json
# init = 2 (Default)
# random
#   seed = 1721821291 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,sigma
-9227.23,0.986201,0.0295358,7,255,0,9236.38,-50.1971,1.21731e-05,6.67539,5.49765,26.605,-9.85874,16.9115,1.92656,0.931656,49.702,0.119902,-27.8804,112.679
-9226.24,0.85198,0.0295358,7,127,0,9233.58,-49.2601,-0.000127616,0.837052,5.39626,27.335,-8.84703,15.1476,2.95719,0.719937,43.0174,-2.37877,-21.0303,112.666
-9222.72,0.977498,0.0295358,7,127,0,9229.01,-61.4032,-2.36898e-05,0.72093,6.4426,14.1376,0.437319,17.9809,2.64457,1.05601,30.7636,-12.2587,-25.0744,113.939
-9222.08,0.844099,0.0295358,7,127,0,9227.07,-54.9308,7.6789e-05,-3.77825,-0.146171,17.7077,2.3341,19.6853,2.5335,0.770289,20.8296,-17.3029,-21.1741,112.103
-9223.68,0.976057,0.0295358,8,255,0,9227.65,-15.5406,-5.81314e-05,5.89147,-9.39974,3.01352,-20.9177,12.6174,5.4911,-0.266657,-12.9037,-30.9423,7.67056,113.683
-9222.81,0.989165,0.0295358,7,127,0,9227.35,-14.5766,4.13766e-05,4.14795,-10.5273,4.5239,-20.2983,12.6198,5.3939,-0.311295,-11.6463,-27.2864,2.74118,113.312
-9221.86,0.997766,0.0295358,7,127,0,9226.29,-22.4095,-4.71871e-05,3.40743,-11.2672,7.66759,-22.325,15.4928,4.49768,0.0342656,-8.8195,-17.5498,-7.26908,110.012
-9222.37,0.994596,0.0295358,7,127,0,9227.22,-16.6504,-2.917e-05,-7.04864,4.45412,6.99802,-18.0528,11.3905,4.00632,0.348339,-3.16159,-33.7855,-8.83855,113.099
-9223.16,0.964119,0.0295358,8,255,0,9228.46,-15.9744,6.57741e-05,4.5959,-22.9197,15.5043,-20.9196,13.3796,3.19872,0.299001,-7.2606,-31.1621,20.1763,110.835
-9223.57,0.996508,0.0295358,7,127,0,9226.84,-20.2194,8.61233e-06,10.2938,-16.5601,14.1381,-12.0764,11.1552,2.92824,0.369205,-0.547799,-32.9995,24.9478,112.691
-9221.67,0.987127,0.0295358,7,127,0,9226.81,-36.7596,3.37161e-05,-6.92742,-7.9182,10.8341,-8.01348,19.1785,3.41363,0.437925,-26.1345,-14.9606,14.5274,112.184
-9221.03,0.992524,0.0295358,7,255,0,9225.55,-26.5348,4.11195e-05,5.57055,-12.3351,18.2852,-10.9912,12.0847,4.87917,0.0780047,19.5734,-9.31816,-51.496,114.1
-9224.04,0.988933,0.0295358,7,127,0,9227.01,-30.2765,4.92144e-05,-0.679392,2.93794,16.5788,-8.78386,11.089,6.21889,-0.334558,-1.45994,-3.89476,-62.3039,113.858
-9225.4,0.999633,0.0295358,8,255,0,9230.75,-45.7735,5.28752e-05,3.68952,-18.7527,5.27531,-5.88455,16.5015,2.12477,1.04951,5.29132,-7.10777,46.5622,114.409
-9223.05,0.956849,0.0295358,7,191,0,9230.93,-53.1076,-6.5523e-05,2.20015,-15.8542,5.00741,-8.57036,21.626,2.92007,0.592976,3.73439,-4.39329,14.1492,115.323
-9226.98,0.962268,0.0295358,7,127,0,9231.31,-35.8065,-0.000101492,4.28725,-2.73428,2.18996,-21.6825,17.4906,2.6103,0.695412,12.8369,16.6445,39.8402,111.09
-9219.56,0.979805,0.0295358,6,127,0,9230.03,-39.0471,-2.85699e-05,-5.1923,-13.6228,17.0305,-6.59593,15.9603,3.55117,0.507515,3.83157,-4.69731,10.7829,115.127
-9220.72,0.87235,0.0295358,7,127,0,9225.51,-34.5769,1.76975e-05,-6.80896,-21.2098,14.3392,-12.93,16.4957,2.98876,0.572429,16.041,-8.04804,3.69503,114.477
-9222.47,0.832991,0.0295358,7,127,0,9226.87,-40.0425,0.000152714,0.575847,12.1936,20.5168,-2.38863,11.5836,4.25921,0.476813,-12.819,-9.73801,-11.7668,112.87
-9222.91,0.955115,0.0295358,7,127,0,9227.55,-45.2965,-4.67046e-05,-2.17441,12.8887,18.2235,0.317047,13.0287,4.37027,0.620124,-22.3023,-14.2963,-12.4624,112.658
-9219.68,0.929149,0.0295358,7,127,0,9228.25,-42.2825,-3.41693e-07,-9.08104,8.35911,12.4999,-10.0161,18.1701,3.52507,0.548514,8.58391,-8.93076,-18.5028,113.161
-9224.31,0.83878,0.0295358,7,127,0,9227.7,-31.465,-0.000133171,-15.2353,2.61824,19.2031,-12.7489,14.0853,3.12155,0.720851,-9.39404,-24.3349,-28.2252,114.45
-9224.62,0.915594,0.0295358,7,127,0,9231.54,-31.9213,-0.000202304,1.80839,-19.5144,19.403,-12.5477,16.8232,2.30452,0.695176,-0.815964,-14.7445,-56.9085,109.774
-9223.58,0.960514,0.0295358,7,255,0,9232.52,-16.0176,-0.000137772,-10.4044,-19.6774,12.8113,-10.3711,13.5553,4.17207,0.102498,-17.1616,-25.5581,8.65338,110.729
-9221.56,0.999659,0.0295358,7,127,0,9229.37,-37.8476,2.05129e-05,-3.82016,3.27466,16.9853,-13.4603,15.0874,3.08734,0.672264,-5.58754,-15.5796,3.98932,117.135
-9221.27,0.83686,0.0295358,7,127,0,9227.82,-38.6462,0.00010589,-0.797513,1.6036,7.25473,-9.62405,15.7237,3.67727,0.457254,7.99781,0.293619,26.0312,110.662
-9223.1,0.972861,0.0295358,7,127,0,9225.77,-31.7491,-9.90282e-05,0.102326,-16.7821,21.5314,-8.21739,15.1205,4.32278,-0.00882824,-26.4898,-2.85793,-61.182,115.493
-9223.27,0.772567,0.0295358,7,127,0,9231.9,-29.4318,0.00013101,6.56951,6.45958,6.97718,-12.1753,15.4698,3.8886,0.0975307,1.02814,-2.77583,-61.6455,112.967
-9225.02,0.978171,0.0295358,7,127,0,9229.78,-19.696,-3.83402e-06,-6.18874,-28.0442,18.0914,-17.3164,10.6278,3.63624,0.449928,0.265849,-21.7308,-71.8137,111.139
-9223.35,0.882437,0.0295358,7,127,0,9230.43,-41.2836,-9.36437e-05,2.06633,-6.69338,4.59474,-3.1528,15.4066,4.2727,0.376705,-22.8593,-12.2212,16.8966,115.401
-9227.05,0.986842,0.0295358,7,127,0,9232.46,-53.8714,-3.71644e-05,4.82685,15.6557,8.81848,-17.447,17.5047,6.67743,-0.0806392,32.0886,-7.17165,26.8819,109.793
-9224.02,0.883468,0.0295358,8,255,0,9234.52,-19.532,-3.03263e-05,4.14122,-12.1909,6.94532,-11.2012,12.153,3.16221,0.483734,9.00471,-4.40608,-75.2351,109.296
-9228.74,0.999501,0.0295358,7,127,0,9232.03,-21.8786,4.82998e-05,0.695153,-4.17258,9.71519,-13.9514,10.2295,2.97737,0.733334,3.61354,-13.8228,-88.6364,106.801
-9224.26,0.995273,0.0295358,7,127,0,9233.27,-35.2536,-2.71448e-05,-4.85815,-3.69446,2.93368,-15.1277,20.7638,4.35042,0.0949703,-4.05344,-21.173,-91.2847,113.985
-9218.96,0.963488,0.0295358,7,255,0,9231.16,-36.6835,-1.77172e-05,0.29972,-8.31742,17.9397,-6.00258,12.6825,5.04682,0.188033,7.05778,-2.73873,-18.2746,111.309
-9224.36,0.937729,0.0295358,7,127,0,9229.23,-52.8438,-2.23598e-05,-3.5201,-3.8672,11.3085,-9.03537,19.6751,1.93786,1.16199,25.0663,-36.7231,-50.8941,114.795
-9222.93,0.998065,0.0295358,7,255,0,9232.46,-23.1633,-2.21458e-05,5.70763,-17.9172,21.0671,-10.6955,10.319,5.25351,-0.040244,-16.9543,-11.3213,45.4384,112.016
-9224,0.857647,0.0295358,8,255,0,9229.7,-25.778,-8.44211e-05,5.58875,-19.6073,20.5471,-4.77336,10.6625,5.33813,-0.0664773,6.88387,-0.887741,-82.0719,111.798
-9220.36,0.970315,0.0295358,7,127,0,9226.56,-40.1661,1.77634e-05,-4.69698,-4.32473,4.8222,-10.9527,17.7881,3.1814,0.720057,-6.29833,3.64925,0.68323,114.359
-9220.7,0.97467,0.0295358,7,127,0,9224.74,-38.983,3.10658e-05,4.74152,-2.63346,11.516,-4.65533,17.223,1.86639,0.86799,-15.3051,5.28765,-7.58884,112.283
-9222.45,0.967611,0.0295358,7,127,0,9226.07,-41.5495,6.24114e-05,-5.96652,-4.27469,7.58786,-13.247,16.4427,2.48845,0.99388,19.1093,14.261,-1.55569,113.858
-9224.39,0.807568,0.0295358,7,127,0,9229.98,-40.5681,-0.00015651,9.78419,-7.66993,11.4938,-7.34059,15.1054,6.60765,-0.453365,-15.9118,-9.66052,-34.5699,112.136
-9223.24,0.99121,0.0295358,8,255,0,9228.88,-30.0518,-5.68715e-05,-6.10377,-18.7581,14.9042,-13.4047,16.2865,1.11954,1.12449,13.7217,-35.9018,-38.101,113.339
-9220.6,0.998951,0.0295358,7,127,0,9227.31,-30.5489,-3.06235e-05,4.96779,-5.83457,9.99873,-8.96246,15.0719,4.86204,-0.0346816,3.25639,-19.0087,-71.5915,112.25
-9221.64,0.95659,0.0295358,7,127,0,9224.03,-29.9783,8.10508e-05,-7.67322,-9.41539,16.1234,-9.46613,13.8525,4.32854,0.25052,-3.34758,-9.32126,-50.222,117.389
-9221.99,0.806231,0.0295358,7,127,0,9229.24,-45.5168,-0.000162497,7.53219,-1.2852,16.653,-4.43968,16.9274,4.2254,0.12194,-0.321162,-6.5333,-30.4554,111.769
-9223.1,0.996371,0.0295358,7,127,0,9228.98,-46.5928,6.66594e-05,10.6012,6.64824,16.6953,2.42702,13.6108,3.56323,0.577807,10.5734,-17.2416,-42.5233,113.081
-9219.87,0.915667,0.0295358,7,127,0,9227.95,-27.8994,3.81057e-05,-4.33018,-12.6002,10.1764,-7.79311,15.4037,4.30259,0.0258612,7.46317,-27.2437,-32.7152,114.134
-9219.41,0.9857,0.0295358,7,127,0,9223.2,-31.1494,-1.13732e-05,2.79952,-5.82688,20.7841,-9.05745,14.299,4.02235,0.144638,-12.61,-20.2687,-3.21216,112.052
-9223.96,0.982956,0.0295358,7,127,0,9226.82,-19.3613,4.87543e-05,-5.07279,-22.1779,12.6673,-16.182,15.959,2.6847,0.262578,-4.44747,-46.6574,2.0902,114.387
-9223.34,0.986667,0.0295358,7,255,0,9229.15,-31.4036,2.81092e-05,5.12971,-12.7727,12.5156,-4.2723,14.5822,5.18233,-0.145411,-17.054,-45.2715,-24.5527,111.751
-9227.15,0.932574,0.0295358,7,255,0,9233.21,-28.5586,-8.35643e-05,2.79345,7.80698,8.92912,-25.1355,15.315,3.12271,0.419272,-13.3746,-33.9372,-24.3297,115.594
-9223.99,0.992406,0.0295358,7,127,0,9230.99,-43.2354,-7.36415e-05,2.04307,-14.3128,-0.0670696,-8.71034,19.5593,3.02357,0.457321,-17.1856,-18.6233,-5.97939,112.635
-9223.98,0.998383,0.0295358,7,127,0,9232.92,-40.5587,-9.67019e-05,-1.17159,-2.91484,15.6065,-14.1185,15.7958,3.87971,0.739397,18.2859,-1.74345,12.4983,114.63
-9219.26,0.999724,0.0295358,7,127,0,9225.67,-27.6561,6.54217e-05,2.61362,-15.3948,9.69064,-10.2076,15.5266,3.11777,0.493592,5.28634,-11.7383,-17.9719,112.967
-9221.57,0.944229,0.0295358,7,255,0,9224.16,-33.8017,-2.37377e-05,-2.74138,-3.77929,15.2323,-10.1103,17.987,6.03862,-0.429504,5.95348,0.0477544,-7.81821,113.181
-9221.98,0.903798,0.0295358,8,255,0,9226.27,-43.7068,-4.85179e-06,4.92937,-13.8878,12.3427,-15.4423,16.1925,2.47111,1.08883,6.22565,2.11849,-35.5393,112.348
-9221.9,0.994815,0.0295358,8,383,0,9226,-33.9074,3.79824e-06,6.89442,-12.2464,8.61949,-14.8132,13.1672,3.56732,0.779014,-1.44675,-12.7388,1.46176,112.306
-9225.32,0.999855,0.0295358,7,127,0,9227.65,-16.0499,1.03898e-06,6.41294,-11.7145,18.2742,-20.4402,12.2993,1.94805,0.529766,-5.9499,-11.2213,7.4815,116.735
-9228.33,0.943157,0.0295358,7,127,0,9237.9,-5.40999,-4.35965e-05,6.27082,-19.3177,-3.13437,-18.3394,11.5912,1.57777,0.607425,-21.2371,-2.33204,-10.8146,113.766
-9225.73,0.995189,0.0295358,7,127,0,9234.23,-64.2002,5.98439e-05,-7.25579,6.3484,22.1274,-2.70565,23.7324,2.27846,0.875218,5.14853,-16.7072,-21.2892,114.511
-9223.9,0.876162,0.0295358,7,127,0,9229.41,-23.4517,7.34098e-05,4.20239,-8.15352,1.84458,-12.3367,11.5697,3.3467,0.662118,20.0123,-10.9661,-64.0091,112.348
-9221.3,0.968131,0.0295358,7,127,0,9225.79,-35.7684,4.99542e-06,-7.96373,-11.0836,21.3398,-10.4165,17.4696,2.65718,0.544532,5.70801,-15.2727,-60.3357,112.806
-9226.69,0.935295,0.0295358,7,127,0,9230.96,-41.0777,5.9245e-05,0.394031,6.56783,4.46761,-16.189,16.4866,3.44366,0.947133,7.78906,-20.9712,-70.5492,109.871
-9227.2,0.93507,0.0295358,8,255,0,9232.34,-27.3022,-3.40608e-05,-1.64175,-19.5351,23.8545,-6.96705,16.4994,4.27842,-0.0035707,-6.69371,22.6453,42.8416,114.698
-9229.08,0.990002,0.0295358,7,127,0,9233.96,-36.0575,4.98008e-05,-11.2216,-21.6436,19.7192,-1.32799,15.7,4.68807,0.295059,-13.069,14.7885,17.5128,108.878
-9225.01,0.994672,0.0295358,6,63,0,9232.84,-23.9306,-5.31686e-05,-0.931543,-13.697,14.9925,-1.92868,14.7197,3.96441,0.164632,-9.05394,10.1413,22.2763,110.248
-9223.3,0.981906,0.0295358,7,255,0,9232.47,-44.4171,-4.12991e-05,3.40688,9.59127,16.4786,-13.7823,18.0456,4.17551,0.167948,24.197,-23.7839,-28.3895,115.064
-9226.76,0.98515,0.0295358,7,127,0,9230.33,-52.1117,4.80499e-05,2.87046,-12.1026,16.9676,5.95406,14.4008,1.80974,1.16029,20.5991,-12.5987,10.4339,112.529
-9228.02,0.966622,0.0295358,6,63,0,9230.45,-50.7846,1.96455e-05,6.88769,-8.51686,17.7565,8.81089,14.4736,1.57649,1.33764,20.3203,-12.5394,6.14574,112.54
-9223.18,0.999517,0.0295358,7,127,0,9234.4,-46.872,-1.61582e-05,5.39384,5.53599,19.2671,1.20102,18.6616,1.65024,0.908829,14.2737,-20.1209,-20.0302,111.82
-9223.85,0.992257,0.0295358,8,255,0,9230.43,-12.068,-2.62102e-06,-5.41934,-13.5189,8.07643,-18.0015,15.6372,4.21168,-0.102253,2.02153,-25.2063,-73.5324,114.059
-9223.02,0.979701,0.0295358,7,127,0,9228.73,-32.754,2.07042e-05,-2.04797,5.74768,16.0696,-9.2328,11.5643,4.28839,0.531444,1.03245,-35.3739,-60.393,110.616
-9221.13,0.93902,0.0295358,7,255,0,9229.39,-34.7845,8.02226e-05,2.47718,0.214406,8.82054,-10.8484,17.4079,4.04657,0.127752,18.6577,-25.9491,-5.19589,110.774
-9222.83,0.991952,0.0295358,7,255,0,9228.22,-54.5415,8.5377e-06,-2.32326,-22.2936,16.4504,-7.68974,21.1015,3.39763,0.516047,-12.0966,-4.25659,-0.657498,114.534
-9223.78,0.913961,0.0295358,7,127,0,9230.12,-54.6538,-4.18912e-05,-4.1958,-13.6111,17.1529,-7.63576,23.0665,3.55739,0.325498,-3.35789,6.12179,26.6033,111.024
-9222.46,0.962492,0.0295358,7,127,0,9227.41,-28.127,-8.57763e-05,9.23218,-1.81037,18.3743,-2.0831,10.202,5.26038,-0.110821,-1.38768,-10.1557,-14.1428,112.617
-9219.21,0.998066,0.0295358,6,63,0,9223.8,-32.4136,-9.55168e-05,4.73342,-2.12446,12.5565,-10.8628,14.0108,4.91684,0.151802,-2.38883,-7.73389,-15.4056,113.141
-9224.91,0.887102,0.0295358,7,127,0,9229.32,-49.6688,-0.000150436,-2.52051,-3.59802,13.0408,-9.50254,19.3269,1.71332,1.13042,7.37353,7.44298,34.1216,110.848
-9222.69,0.986728,0.0295358,7,127,0,9230.43,-36.1727,-0.000158951,0.991876,-3.3954,27.3923,-5.22314,11.9276,4.39451,0.283347,-4.55081,-14.6374,-22.4307,115.75
-9223.17,0.970793,0.0295358,7,127,0,9228.44,-36.8844,-2.98017e-05,-1.56578,0.36538,10.7137,2.45493,14.3878,5.48951,-0.179032,16.3106,-9.69229,-30.8597,110.304
-9226.38,0.913636,0.0295358,7,127,0,9229.16,-50.0634,3.17557e-05,2.26098,-7.24897,18.6468,-21.015,15.1167,2.89298,1.0589,19.1518,1.8631,-50.896,116.715
-9225.55,0.995519,0.0295358,7,127,0,9234.43,-45.1385,1.57633e-05,-6.47983,-8.7581,13.3963,3.45629,15.1973,5.28191,0.219981,-24.9844,14.477,-4.47203,110.008
-9222.58,0.963864,0.0295358,7,127,0,9229.57,-39.8018,4.62935e-05,4.48832,10.1407,20.3376,-14.6094,16.303,4.79274,-0.00323856,10.1506,3.54452,-37.1116,111.519
-9224.72,0.981941,0.0295358,7,127,0,9232.39,-33.0478,-1.76607e-05,-1.72437,2.38362,11.8711,5.97497,17.6789,3.36208,0.242742,4.41076,-13.2351,-2.1486,115.34
-9223.52,0.999866,0.0295358,7,127,0,9227.38,-60.8887,2.22479e-05,4.41489,-4.02926,10.416,-16.8942,19.1067,5.34132,0.348898,10.9145,-2.8118,-7.24982,111.158
-9229.7,0.9449,0.0295358,7,127,0,9235.75,-43.9377,-5.68664e-05,-9.28793,37.2197,3.42395,-4.322,17.0137,4.64959,0.395055,-6.33794,12.8382,35.5243,111.532
-9221.79,0.997349,0.0295358,7,127,0,9234.23,-52.8069,8.37878e-05,-3.16481,-1.50988,5.86407,-16.063,19.512,3.67811,0.649184,10.9055,7.72966,-26.1388,113.557
-9221.05,0.99641,0.0295358,7,255,0,9227.5,-25.9159,-6.75767e-05,-4.4871,-9.55673,9.84926,-6.42028,14.5915,5.15531,-0.105211,10.2289,-0.187345,-56.2107,113.484
-9222.42,0.989219,0.0295358,7,255,0,9226.22,-40.3351,9.92671e-06,6.52105,-4.01249,17.7749,-20.2912,13.7546,4.07091,0.590795,29.1941,2.21894,-36.4071,112.276
-9225.48,0.690715,0.0295358,7,127,0,9233.89,-40.6003,-9.67201e-05,-2.0409,-1.08304,18.5279,-1.81951,15.6438,1.05778,1.3174,22.274,-0.10391,10.4937,115.598
-9228.74,0.862232,0.0295358,7,255,0,9235.94,-41.2697,0.000159311,11.4803,3.69609,17.8801,-15.5656,14.3411,4.26796,0.543628,-8.90294,-3.59348,72.6097,114.388
-9223.87,0.994817,0.0295358,7,127,0,9232.45,-29.1257,-0.000152792,5.76659,-12.56,2.67096,-10.6842,15.8661,3.22955,0.328799,-12.2488,-8.1846,41.5828,113.401
-9226.12,0.993158,0.0295358,7,255,0,9233.11,-51.7963,-7.78419e-05,-3.82037,7.27027,13.5098,-12.7721,19.3581,2.33584,0.845388,6.81881,-27.0081,-49.8419,116.037
-9223.57,0.990893,0.0295358,7,127,0,9233.3,-33.1874,7.15052e-05,4.11059,14.1537,4.36603,-6.16202,14.2457,4.80134,0.140091,7.19138,-39.6516,-12.8588,112.36
-9221.23,0.933631,0.0295358,7,127,0,9226.88,-31.3272,9.16606e-05,-3.05443,-27.3558,23.7986,-5.70027,17.2089,2.71653,0.326968,4.49868,-16.1607,-29.0315,113.739
-9219.54,0.977111,0.0295358,8,255,0,9225.67,-43.7289,-3.85321e-05,1.71396,3.3499,5.73848,-10.2783,18.6643,4.69331,0.128374,-8.85456,-1.30133,-46.5173,112.668
-9219.82,0.967537,0.0295358,7,127,0,9224.35,-28.0864,1.66583e-05,1.25806,-17.2085,22.0825,-12.2979,12.8562,3.35525,0.408157,10.8826,-15.0695,-38.5801,113.444
-9229.05,0.747591,0.0295358,6,63,0,9234.1,-17.158,-0.000129504,-3.26851,-23.6696,8.18755,2.63583,11.6067,4.2863,-0.0906843,26.2759,-27.2137,-0.865916,111.939
-9222.67,0.838235,0.0295358,7,127,0,9234.91,-18.0879,-2.34861e-05,-6.24165,-20.6319,9.46002,-8.06116,14.9397,5.31238,-0.343424,4.62284,-37.5651,-1.26189,112.875
-9220.62,0.945403,0.0295358,7,255,0,9227.41,-30.0859,-4.97191e-05,5.91034,-7.28963,18.6961,-16.6612,13.3914,3.08753,0.577585,-18.0203,-10.3681,-35.4557,113.486
-9223.8,0.920425,0.0295358,7,127,0,9227.58,-12.279,8.04731e-05,-9.37148,-17.078,6.1686,-13.4533,11.6059,3.33437,0.418891,-26.5496,-18.5505,-54.5773,111.45
-9223.19,0.996292,0.0295358,7,127,0,9230.55,-50.4087,3.68856e-06,0.476431,1.10738,24.2004,-6.7978,12.9174,5.72779,0.223887,19.0687,-15.2552,-37.4005,115.594
-9221.35,0.866506,0.0295358,7,127,0,9226.63,-32.56,3.78012e-06,-3.90589,3.23086,21.9436,-4.62657,10.8975,4.74746,0.277013,25.9116,-14.8458,-30.1783,113.706
-9223.11,0.947024,0.0295358,7,127,0,9229.31,-33.0487,6.647e-05,7.85237,-12.549,8.78074,-14.3991,16.0485,4.33012,0.141801,8.23412,-36.0303,-76.1478,113.823
-9219.48,0.991061,0.0295358,7,127,0,9230.5,-44.0036,7.12562e-05,1.22366,0.582845,13.6044,-3.4306,16.4153,4.62608,0.117782,4.27897,-14.9,-32.1455,113.123
-9219.15,0.961971,0.0295358,7,255,0,9225.15,-40.4168,5.97205e-05,-2.9335,-7.92134,15.7788,-6.63446,16.7829,4.7841,0.206432,-6.24,-14.0341,-14.3587,113.937
-9221.32,0.883282,0.0295358,7,127,0,9223.18,-31.549,0.000111121,2.96441,-3.59668,11.878,-10.3102,13.2204,3.04316,0.601904,-3.04539,-16.9256,38.5122,111.777
-9224.32,0.594284,0.0295358,7,127,0,9231.26,-31.4186,-0.000234009,1.20666,-4.96774,12.1217,-10.5615,13.4417,3.73985,0.572583,-8.31488,-17.4719,36.5739,111.856
-9224.9,0.917852,0.0295358,7,255,0,9230.36,-45.6572,-0.000104884,1.11717,-2.16111,20.1255,0.828988,17.4661,3.72903,0.146444,-4.80193,-3.62664,14.6858,117.419
-9224.17,0.991748,0.0295358,7,255,0,9231.37,-42.5198,7.42674e-05,-4.85446,-8.83398,19.1478,4.41391,13.8926,3.28412,0.582407,-17.8619,4.3066,-42.2399,111.336
-9221.39,0.991069,0.0295358,7,127,0,9230.85,-50.7041,-5.02821e-05,3.112,15.1875,15.2289,-15.3727,19.0157,3.47194,0.540373,0.118576,3.3623,-7.04812,112.894
-9221.85,0.99983,0.0295358,7,127,0,9227.26,-19.6567,4.60102e-05,-4.79379,-24.2844,17.7502,-10.1723,15.9139,4.70591,-0.36577,-19.3925,-9.62239,17.405,113.457
-9226.48,0.99161,0.0295358,7,127,0,9231.12,-45.9097,-4.5888e-05,4.90091,9.12443,17.7249,-0.893378,13.8364,3.39049,0.619797,-35.4783,-7.16743,45.0595,115.671
-9223.05,0.853207,0.0295358,7,127,0,9231.36,-33.9973,9.31726e-05,-3.72321,-7.18743,14.858,-4.03079,14.5166,4.98523,0.1642,-16.8452,-6.27297,44.9347,114.861
-9221.32,0.890142,0.0295358,8,255,0,9231.65,-54.7251,-3.69919e-06,6.25092,-5.71345,13.9575,-11.2925,16.5136,4.75065,0.471324,14.8443,14.7928,-23.8706,110.962
-9222.87,0.968488,0.0295358,7,127,0,9225.6,-30.8063,2.80937e-05,-8.25823,-12.5288,11.1874,-5.65528,13.9538,5.06357,0.134587,-23.4763,10.819,-49.0244,115.721
-9223.36,0.700331,0.0295358,7,127,0,9229.68,-30.6613,-5.36004e-05,-2.65359,12.3549,22.2925,-16.2997,13.2655,3.7941,0.432954,-9.94314,16.3498,-48.7449,112.766
-9222.37,0.988661,0.0295358,8,383,0,9228.6,-40.369,3.335e-05,7.10717,-22.2649,9.52529,-15.2649,19.0974,3.94029,0.296037,11.0902,-25.3358,3.79242,115.972
-9223.29,0.840372,0.0295358,7,127,0,9227.13,-26.2029,9.88273e-05,-7.20196,6.84887,10.3343,-11.3244,10.4792,4.82641,0.318913,-4.674,-29.9025,-25.1614,110.343
-9225.63,0.993856,0.0295358,7,255,0,9235.54,-22.3879,8.90675e-05,5.41435,-11.1849,10.9857,-3.51781,13.7935,0.982461,0.746764,9.87712,-14.4257,-51.9708,114.678
-9223.9,0.980589,0.0295358,7,127,0,9229.63,-33.8149,0.000104274,-7.30094,-9.47981,20.4417,-18.3169,13.0481,4.14314,0.628867,28.2868,-14.7562,-25.5504,111.797
-9224.14,0.857396,0.0295358,7,127,0,9228.95,-43.6132,7.31029e-05,8.20615,-15.4838,4.45527,-0.0247931,16.9216,2.42049,0.755507,-5.2605,-27.7829,-21.5989,114.411
-9225.07,0.540913,0.0295358,7,255,0,9242.24,-44.561,0.000108209,-6.5847,8.18615,25.6714,-6.42495,17.1227,2.41305,0.733583,-11.8673,1.06255,42.5712,113.241
-9223.14,0.824087,0.0295358,7,127,0,9230.52,-44.8784,3.46742e-05,-5.8985,10.0574,19.8294,-6.63281,14.722,2.90746,0.917202,-20.8111,-5.33564,22.7492,110.461
-9221.6,0.955548,0.0295358,7,127,0,9228.63,-38.1246,-6.09548e-05,6.86924,-23.7187,9.85319,-13.4968,16.9605,3.38434,0.509886,15.4215,-12.4904,-54.16,115.495
-9228.99,0.931559,0.0295358,7,127,0,9232.3,-34.246,-9.75183e-05,3.83668,-38.9125,7.18502,-3.07965,14.64,3.16673,0.643568,22.366,-21.2319,-49.4382,117.736
-9228.74,0.999524,0.0295358,7,127,0,9239.19,-35.6725,-9.88362e-05,0.0534424,-28.6042,15.6941,1.49521,17.9914,2.01534,0.635932,46.893,-21.9121,-84.6125,114.454
-9232.51,0.986771,0.0295358,6,63,0,9235.19,-34.3111,8.08839e-05,3.80416,-32.8731,15.8706,8.12076,17.0425,1.18221,0.761594,47.1535,-21.1366,-82.6213,115.063
-9224.16,0.957912,0.0295358,7,127,0,9238.97,-46.2824,-4.70419e-05,-2.266,13.1773,27.7344,-15.0928,16.7049,5.0106,0.163503,-2.83982,-3.37801,15.7283,112.348
-9220.93,0.974737,0.0295358,7,127,0,9225.83,-44.613,6.37072e-05,-2.22431,6.82329,24.5404,-7.23351,12.9412,5.20449,0.32407,5.2135,-7.38973,5.74062,111.671
-9222.76,0.991817,0.0295358,7,127,0,9227.14,-38.8785,-3.59355e-05,0.942967,-23.5747,14.6568,-0.881664,15.2386,3.77985,0.229576,-15.3669,1.43432,5.44085,113.83
-9220.48,0.993929,0.0295358,7,127,0,9228.24,-51.5346,4.83e-05,4.74918,-9.15276,18.7673,-9.83701,16.874,3.41826,0.637832,18.4768,2.03317,-37.1454,113.021
